date,id,category_id,sales,views,price_cost,price_retail
2022-07-20,1,3,0,0,0,0
2022-07-21,1,3,0,0,0,0
2022-07-22,1,3,0,0,0,0
2022-07-23,1,3,0,0,0,0
2022-07-24,1,3,0,0,0,0
2022-07-25,1,3,0,0,0,0
2022-07-26,1,3,0,0,0,0
2022-07-27,1,3,0,0,0,0
2022-07-28,1,3,0,0,0,0
2022-07-29,1,3,0,0,0,0
2022-07-30,1,3,0,0,0,0
2022-07-31,1,3,0,0,0,0
2022-08-01,1,3,0,0,0,0
2022-08-02,1,3,0,0,0,0
2022-08-03,1,3,0,0,0,0
2022-08-04,1,3,0,0,0,0
2022-08-05,1,3,0,0,0,0
2022-08-06,1,3,0,0,0,0
2022-08-07,1,3,0,0,0,0
2022-08-08,1,3,0,0,0,0
2022-08-09,1,3,0,0,0,0
2022-08-10,1,3,0,0,0,0
2022-08-11,1,3,0,0,0,0
2022-08-12,1,3,0,0,0,0
2022-08-13,1,3,0,0,0,0
2022-08-14,1,3,0,0,0,0
2022-08-15,1,3,0,0,0,0
2022-08-16,1,3,0,0,0,0
2022-08-17,1,3,0,0,0,0
2022-08-18,1,3,0,0,0,0
2022-08-19,1,3,0,0,0,0
2022-08-20,1,3,0,0,0,0
2022-08-21,1,3,0,0,0,0
2022-08-22,1,3,0,0,0,0
2022-08-23,1,3,0,0,0,0
2022-08-24,1,3,0,0,0,0
2022-08-25,1,3,0,0,0,0
2022-08-26,1,3,0,0,0,0
2022-08-27,1,3,0,0,0,0
2022-08-28,1,3,0,0,0,0
2022-08-29,1,3,0,0,0,0
2022-08-30,1,3,0,0,0,0
2022-08-31,1,3,0,0,0,0
2022-09-01,1,3,0,0,0,0
2022-09-02,1,3,0,0,0,0
2022-09-03,1,3,0,0,0,0
2022-09-04,1,3,0,0,0,0
2022-09-05,1,3,0,0,0,0
2022-09-06,1,3,0,0,0,0
2022-09-07,1,3,0,0,0,0
2022-09-08,1,3,0,0,0,0
2022-09-09,1,3,0,0,0,0
2022-09-10,1,3,0,0,0,0
2022-09-11,1,3,0,0,0,0
2022-09-12,1,3,0,0,0,0
2022-09-13,1,3,0,0,0,0
2022-09-14,1,3,0,0,0,0
2022-09-15,1,3,0,0,0,0
2022-09-16,1,3,0,0,0,0
2022-09-17,1,3,0,0,0,0
2022-09-18,1,3,0,0,0,0
2022-09-19,1,3,0,0,0,0
2022-09-20,1,3,0,0,0,0
2022-09-21,1,3,0,0,0,0
2022-09-22,1,3,0,0,0,0
2022-09-23,1,3,0,0,0,0
2022-09-24,1,3,0,0,0,0
2022-09-25,1,3,0,0,0,0
2022-09-26,1,3,0,0,0,0
2022-09-27,1,3,0,0,0,0
2022-09-28,1,3,0,0,0,0
2022-09-29,1,3,0,0,0,0
2022-09-30,1,3,0,0,0,0
2022-10-01,1,3,0,0,0,0
2022-10-02,1,3,0,0,0,0
2022-10-03,1,3,0,0,0,0
2022-10-04,1,3,0,0,0,0
2022-10-05,1,3,0,0,0,0
2022-10-06,1,3,0,0,0,0
2022-10-07,1,3,0,0,0,0
2022-10-08,1,3,0,0,0,0
2022-10-09,1,3,0,0,0,0
2022-10-10,1,3,0,0,0,0
2022-10-11,1,3,0,0,0,0
2022-10-12,1,3,0,0,0,0
2022-10-13,1,3,0,0,0,0
2022-10-14,1,3,0,0,0,0
2022-10-15,1,3,0,0,0,0
2022-10-16,1,3,0,0,0,0
2022-10-17,1,3,0,0,0,0
2022-10-18,1,3,0,0,0,0
2022-10-19,1,3,0,0,0,0
2022-10-20,1,3,0,0,0,0
2022-10-21,1,3,0,0,0,0
2022-10-22,1,3,0,0,0,0
2022-10-23,1,3,0,0,0,0
2022-10-24,1,3,0,0,0,0
2022-10-25,1,3,0,0,0,0
2022-10-26,1,3,0,0,0,0
2022-10-27,1,3,0,0,0,0
2022-10-28,1,3,0,0,0,0
2022-10-29,1,3,0,0,0,0
2022-10-30,1,3,0,0,0,0
2022-10-31,1,3,0,0,0,0
2022-11-01,1,3,0,0,0,0
2022-11-02,1,3,0,0,0,0
2022-11-03,1,3,0,0,0,0
2022-11-04,1,3,0,0,0,0
2022-11-05,1,3,0,0,0,0
2022-11-06,1,3,0,0,0,0
2022-11-07,1,3,0,0,0,0
2022-11-08,1,3,0,0,0,0
2022-11-09,1,3,0,0,0,0
2022-11-10,1,3,0,0,0,0
2022-11-11,1,3,0,0,0,0
2022-11-12,1,3,0,0,0,0
2022-11-13,1,3,0,0,0,0
2022-11-14,1,3,0,0,0,0
2022-11-15,1,3,0,0,0,0
2022-11-16,1,3,0,0,0,0
2022-11-17,1,3,0,0,0,0
2022-11-18,1,3,0,0,0,0
2022-11-19,1,3,0,0,0,0
2022-11-20,1,3,0,0,0,0
2022-11-21,1,3,0,0,0,0
2022-11-22,1,3,0,0,0,0
2022-11-23,1,3,0,0,0,0
2022-11-24,1,3,0,0,0,0
2022-11-25,1,3,0,0,0,0
2022-11-26,1,3,0,0,0,0
2022-11-27,1,3,0,0,0,0
2022-11-28,1,3,0,0,0,0
2022-11-29,1,3,0,0,0,0
2022-11-30,1,3,0,0,0,0
2022-12-01,1,3,0,0,0,0
2022-12-02,1,3,0,0,0,0
2022-12-03,1,3,0,0,0,0
2022-12-04,1,3,0,0,0,0
2022-12-05,1,3,0,0,0,0
2022-12-06,1,3,0,0,0,0
2022-12-07,1,3,0,0,0,0
2022-12-08,1,3,0,0,0,0
2022-12-09,1,3,0,0,0,0
2022-12-10,1,3,0,0,0,0
2022-12-11,1,3,0,0,0,0
2022-12-12,1,3,0,0,0,0
2022-12-13,1,3,0,0,0,0
2022-12-14,1,3,0,0,0,0
2022-12-15,1,3,0,0,0,0
2022-12-16,1,3,0,0,0,0
2022-12-17,1,3,0,0,0,0
2022-12-18,1,3,0,0,0,0
2022-12-19,1,3,0,0,0,0
2022-12-20,1,3,0,0,0,0
2022-12-21,1,3,0,0,0,0
2022-12-22,1,3,0,0,0,0
2022-12-23,1,3,0,0,0,0
2022-12-24,1,3,0,0,0,0
2022-12-25,1,3,0,0,0,0
2022-12-26,1,3,0,0,0,0
2022-12-27,1,3,0,0,0,0
2022-12-28,1,3,0,0,0,0
2022-12-29,1,3,0,0,0,0
2022-12-30,1,3,0,0,0,0
2022-12-31,1,3,0,0,0,0
2023-01-01,1,3,0,0,0,0
2023-01-02,1,3,0,0,0,0
2023-01-03,1,3,0,0,0,0
2023-01-04,1,3,0,0,0,0
2023-01-05,1,3,0,0,0,0
2023-01-06,1,3,0,0,0,0
2023-01-07,1,3,0,0,0,0
2023-01-08,1,3,0,0,0,0
2023-01-09,1,3,0,0,0,0
2023-01-10,1,3,0,0,0,0
2023-01-11,1,3,0,0,0,0
2023-01-12,1,3,0,0,0,0
2023-01-13,1,3,0,0,0,0
2023-01-14,1,3,0,0,0,0
2023-01-15,1,3,0,0,0,0
2023-01-16,1,3,0,0,0,0
2023-01-17,1,3,0,0,0,0
2023-01-18,1,3,0,0,0,0
2023-01-19,1,3,0,0,0,0
2023-01-20,1,3,0,0,0,0
2023-01-21,1,3,0,0,0,0
2023-01-22,1,3,0,0,0,0
2023-01-23,1,3,0,0,0,0
2023-01-24,1,3,0,0,0,0
2023-01-25,1,3,0,0,0,0
2023-01-26,1,3,0,0,0,0
2023-01-27,1,3,0,0,0,0
2023-01-28,1,3,0,0,0,0
2023-01-29,1,3,0,0,0,0
2023-01-30,1,3,0,0,0,0
2023-01-31,1,3,0,0,0,0
2023-02-01,1,3,0,0,0,0
2023-02-02,1,3,0,0,0,0
2023-02-03,1,3,0,0,0,0
2023-02-04,1,3,0,0,0,0
2023-02-05,1,3,0,0,0,0
2023-02-06,1,3,0,0,0,0
2023-02-07,1,3,0,0,0,0
2023-02-08,1,3,0,0,0,0
2023-02-09,1,3,0,0,0,0
2023-02-10,1,3,0,0,0,0
2023-02-11,1,3,0,0,0,0
2023-02-12,1,3,0,0,0,0
2023-02-13,1,3,0,0,0,0
2023-02-14,1,3,0,0,0,0
2023-02-15,1,3,0,0,0,0
2023-02-16,1,3,0,0,0,0
2023-02-17,1,3,0,0,0,0
2023-02-18,1,3,0,0,0,0
2023-02-19,1,3,0,0,0,0
2023-02-20,1,3,0,0,0,0
2023-02-21,1,3,0,0,0,0
2023-02-22,1,3,0,0,0,0
2023-02-23,1,3,0,0,0,0
2023-02-24,1,3,0,0,0,0
2023-02-25,1,3,0,0,0,0
2023-02-26,1,3,0,0,0,0
2023-02-27,1,3,0,0,0,0
2023-02-28,1,3,0,0,0,0
2023-03-01,1,3,0,0,0,0
2023-03-02,1,3,0,0,0,0
2023-03-03,1,3,0,0,0,0
2023-03-04,1,3,0,0,0,0
2023-03-05,1,3,0,0,0,0
2023-03-06,1,3,0,0,0,2465
2023-03-07,1,3,0,0,0,2465
2023-03-08,1,3,0,0,0,2465
2023-03-09,1,3,0,0,0,2465
2023-03-10,1,3,0,10,0,1885
2023-03-11,1,3,0,14,0,1885
2023-03-12,1,3,0,39,0,1885
2023-03-13,1,3,0,36,0,1885
2023-03-14,1,3,0,40,0,1885
2023-03-15,1,3,0,25,0,1885
2023-03-16,1,3,0,19,0,1885
2023-03-17,1,3,0,13,0,1885
2023-03-18,1,3,0,20,0,1885
2023-03-19,1,3,0,36,0,1885
2023-03-20,1,3,0,23,0,1885
2023-03-21,1,3,0,21,0,1885
2023-03-22,1,3,0,35,0,1885
2023-03-23,1,3,0,21,0,1885
2023-03-24,1,3,1,21,0,1885
2023-03-25,1,3,0,15,0,1885
2023-03-26,1,3,0,33,0,1885
2023-03-27,1,3,1,29,0,1885
2023-03-28,1,3,0,40,0,1885
2023-03-29,1,3,1,52,0,1885
2023-03-30,1,3,0,60,0,1885
2023-03-31,1,3,0,50,0,1885
2023-04-01,1,3,0,54,0,1885
2023-04-02,1,3,1,48,0,1885
2023-04-03,1,3,0,29,1450,1885
2023-04-04,1,3,0,45,1450,1885
2023-04-05,1,3,0,28,1450,1885
2023-04-06,1,3,0,42,1450,1885
2023-04-07,1,3,0,39,1450,1885
2023-04-08,1,3,0,37,1450,1885
2023-04-09,1,3,0,41,1450,1885
2023-04-10,1,3,0,57,1450,1885
2023-04-11,1,3,0,71,1450,1885
2023-04-12,1,3,0,54,1450,1885
2023-04-13,1,3,0,44,1450,1885
2023-04-14,1,3,0,47,1450,1885
2023-04-15,1,3,0,13,1450,1885
2023-04-16,1,3,0,44,1450,1885
2023-04-17,1,3,0,71,1450,1885
2023-04-18,1,3,1,56,1450,1885
2023-04-19,1,3,0,67,1450,1885
2023-04-20,1,3,0,46,1450,1885
2023-04-21,1,3,0,39,1450,1885
2023-04-22,1,3,0,51,1450,1885
2023-04-23,1,3,0,63,1450,1885
2023-04-24,1,3,0,47,1450,1885
2023-04-25,1,3,0,78,1450,1885
2023-04-26,1,3,0,156,1450,1885
2023-04-27,1,3,2,101,1450,1885
2023-04-28,1,3,1,60,1450,1885
2023-04-29,1,3,0,57,1450,1885
2023-04-30,1,3,0,50,1450,1885
2023-05-01,1,3,0,50,1450,1885
2023-05-02,1,3,0,67,1450,1885
2023-05-03,1,3,0,44,1450,1885
2023-05-04,1,3,3,34,1450,1885
2023-05-05,1,3,0,0,1450,1885
2023-05-06,1,3,0,0,1450,1885
2023-05-07,1,3,0,0,1450,1885
2023-05-08,1,3,0,0,1450,1885
2023-05-09,1,3,0,0,1450,1885
2023-05-10,1,3,0,0,1450,1885
2023-05-11,1,3,0,0,1450,1885
2023-05-12,1,3,0,0,1450,1885
2023-05-13,1,3,0,0,1450,1885
2023-05-14,1,3,0,0,1450,1885
2023-05-15,1,3,0,0,1450,1885
2023-05-16,1,3,0,0,1450,1885
2023-05-17,1,3,0,0,1450,1885
2023-05-18,1,3,0,0,1450,1885
2023-05-19,1,3,0,0,1450,1885
2023-05-20,1,3,0,0,0,0
2023-05-21,1,3,0,0,0,0
2023-05-22,1,3,0,0,0,0
2023-05-23,1,3,0,0,0,0
2023-05-24,1,3,0,0,0,0
2023-05-25,1,3,0,47,1450,1885
2023-05-26,1,3,0,63,1450,1885
2023-05-27,1,3,0,60,1450,1885
2023-05-28,1,3,0,110,1450,1885
2023-05-29,1,3,2,85,1450,1885
2023-05-30,1,3,2,67,1450,1885
2023-05-31,1,3,0,54,1450,1885
2023-06-01,1,3,0,38,1450,1885
2023-06-02,1,3,0,57,1450,1885
2023-06-03,1,3,0,36,1450,1885
2023-06-04,1,3,0,39,1450,1885
2023-06-05,1,3,4,47,1450,1885
2023-06-06,1,3,0,54,1450,1885
2023-06-07,1,3,5,53,1450,1885
2023-06-08,1,3,1,49,1450,1885
2023-06-09,1,3,2,55,1450,1885
2023-06-10,1,3,0,39,1450,1885
2023-06-11,1,3,0,49,1450,1885
2023-06-12,1,3,0,51,1450,1885
2023-06-13,1,3,1,60,1450,1885
2023-06-14,1,3,0,25,1450,1885
2023-06-15,1,3,1,44,1450,1885
2023-06-16,1,3,0,35,1450,1885
2023-06-17,1,3,0,22,1450,1885
2023-06-18,1,3,0,28,1450,1885
2023-06-19,1,3,0,40,1450,1885
2023-06-20,1,3,0,74,1450,1885
2023-06-21,1,3,1,67,1450,1885
2023-06-22,1,3,0,57,1450,1885
2023-06-23,1,3,0,51,1450,1885
2023-06-24,1,3,2,42,1450,1885
2023-06-25,1,3,2,43,1450,1885
2023-06-26,1,3,0,75,1450,1885
2023-06-27,1,3,2,63,1450,1885
2023-06-28,1,3,0,61,1450,1885
2023-06-29,1,3,3,59,1450,1885
2023-06-30,1,3,0,44,1450,1885
2023-07-01,1,3,0,45,1450,1885
2023-07-02,1,3,0,87,1450,1885
2023-07-03,1,3,0,75,1450,1885
2023-07-04,1,3,0,46,1450,1885
2023-07-05,1,3,0,73,1450,1885
2023-07-06,1,3,0,96,1450,1885
2023-07-07,1,3,0,68,1450,1885
2023-07-08,1,3,0,39,1450,1885
2023-07-09,1,3,0,107,1450,1885
2023-07-10,1,3,0,78,1450,1885
2023-07-11,1,3,0,104,1450,1885
2023-07-12,1,3,1,82,1450,1885
2023-07-13,1,3,0,3,1450,1885
2023-07-14,1,3,1,4,1450,1885
2023-07-15,1,3,0,1,0,0
2023-07-16,1,3,0,2,0,0
2023-07-17,1,3,0,4,0,0
2023-07-18,1,3,0,2,0,0
2023-07-19,1,3,1,54,1450,1885
2023-07-20,1,3,0,53,1450,1885
2023-07-21,1,3,0,35,1450,1885
2023-07-22,1,3,0,40,1450,1885
2023-07-23,1,3,0,42,1450,1885
2023-07-24,1,3,0,52,1450,1885
2023-07-25,1,3,0,23,1450,1885
2023-07-26,1,3,0,35,1450,1885
2023-07-27,1,3,0,62,1450,1885
2023-07-28,1,3,0,24,1450,1885
2023-07-29,1,3,0,39,1450,1885
2023-07-30,1,3,0,55,1450,1885
2023-07-31,1,3,10,27,1450,1885
2023-08-01,1,3,0,0,1450,1885
2023-08-02,1,3,0,0,1450,1885
2023-08-03,1,3,0,1,1450,1885
2023-08-04,1,3,5,0,1450,1885
2023-08-05,1,3,0,40,1450,1885
2023-08-06,1,3,1,27,1450,1885
2023-08-07,1,3,0,2,1450,1885
2023-08-08,1,3,0,3,1450,1885
2023-08-09,1,3,0,0,1450,1885
2023-08-10,1,3,0,5,1450,1885
2023-08-11,1,3,0,1,1450,1885
2023-08-12,1,3,0,1,1450,1885
2023-08-13,1,3,0,2,1450,1885
2023-08-14,1,3,0,14,1450,1885
2023-08-15,1,3,1,57,1450,1885
2023-08-16,1,3,1,54,1450,1885
2023-08-17,1,3,0,75,1450,1885
2023-08-18,1,3,0,68,1450,1885
2023-08-19,1,3,0,40,1450,1885
2023-08-20,1,3,0,85,1450,1885
2023-08-21,1,3,0,107,1450,1885
2023-08-22,1,3,0,109,1450,1885
2023-08-23,1,3,0,75,1450,1885
2023-08-24,1,3,0,76,1450,1885
2023-08-25,1,3,2,54,1450,1885
2023-08-26,1,3,0,60,1450,1885
2023-08-27,1,3,0,79,1450,1885
2023-08-28,1,3,0,75,1450,1885
2023-08-29,1,3,0,84,1450,1885
2023-08-30,1,3,1,64,1450,1885
2023-08-31,1,3,0,70,1450,1885
2023-09-01,1,3,5,70,1450,1885
2023-09-02,1,3,0,44,1450,1885
2023-09-03,1,3,15,89,1450,1885
2023-09-04,1,3,1,68,1450,1885
2023-09-05,1,3,1,80,1450,1885
2023-09-06,1,3,0,86,1450,1885
2023-09-07,1,3,0,94,1450,1885
2023-09-08,1,3,5,112,1450,1885
2023-09-09,1,3,0,71,1450,1885
2023-09-10,1,3,1,75,1450,1885
2023-09-11,1,3,0,78,1450,1885
2023-09-12,1,3,2,106,1450,1885
2023-09-13,1,3,0,72,1450,1885
2023-09-14,1,3,1,160,1450,1885
2023-09-15,1,3,13,96,1450,1885
2023-09-16,1,3,0,1,1450,1885
2023-09-17,1,3,0,3,1450,1885
2023-09-18,1,3,0,5,0,0
2023-09-19,1,3,0,7,0,0
2023-09-20,1,3,0,4,0,0
2023-09-21,1,3,0,5,0,0
2023-09-22,1,3,0,3,0,0
2023-09-23,1,3,0,2,0,0
2023-09-24,1,3,0,7,0,0
2023-09-25,1,3,0,7,0,0
2023-09-26,1,3,0,5,0,0
2023-09-27,1,3,0,4,0,0
2023-09-28,1,3,0,91,1450,1885
2023-09-29,1,3,0,82,1450,1885
2023-09-30,1,3,0,72,1450,1885
2023-10-01,1,3,0,102,1450,1885
2023-10-02,1,3,1,99,1450,1885
2023-10-03,1,3,0,92,1450,1885
2023-10-04,1,3,0,112,1450,1885
2023-10-05,1,3,2,75,1450,1885
2023-10-06,1,3,1,81,1450,1885
2023-10-07,1,3,0,83,1450,1885
2023-10-08,1,3,0,75,1450,1885
2023-10-09,1,3,0,80,1450,1885
2023-10-10,1,3,0,83,1450,1885
2023-10-11,1,3,0,112,1450,1885
2023-10-12,1,3,0,103,1450,1885
2023-10-13,1,3,0,73,1450,1885
2023-10-14,1,3,0,55,1450,1885
2023-10-15,1,3,0,79,1450,1885
2023-10-16,1,3,0,140,1450,1885
2023-10-17,1,3,12,98,1450,1885
2023-10-18,1,3,2,114,1450,1885
2023-10-19,1,3,0,80,1450,1885
2023-10-20,1,3,0,82,1450,1885
2023-10-21,1,3,0,82,1450,1885
2023-10-22,1,3,2,79,1450,1885
2023-10-23,1,3,1,80,1450,1885
2023-10-24,1,3,6,119,1450,1885
2023-10-25,1,3,0,79,1450,1885
2023-10-26,1,3,5,91,1450,1885
2023-10-27,1,3,2,81,1450,1885
2023-10-28,1,3,5,75,1450,1885
2023-10-29,1,3,0,88,1450,1885
2023-10-30,1,3,5,99,1450,1885
2023-10-31,1,3,1,104,1450,1885
2023-11-01,1,3,0,118,1450,1885
2023-11-02,1,3,0,71,1450,1885
2023-11-03,1,3,4,140,1450,1885
2023-11-04,1,3,0,88,1450,1885
2023-11-05,1,3,13,51,1450,1885
2023-11-06,1,3,0,133,1450,1885
2023-11-07,1,3,0,93,1450,1885
2023-11-08,1,3,2,95,1450,1885
2023-11-09,1,3,0,93,1450,1885
2023-11-10,1,3,0,133,1450,1885
2023-11-11,1,3,0,117,1450,1885
2023-11-12,1,3,0,118,1450,1885
2023-11-13,1,3,0,125,1450,1885
2023-11-14,1,3,0,108,1450,1885
2023-11-15,1,3,0,92,1450,1885
2023-11-16,1,3,5,113,1450,1885
2023-11-17,1,3,0,97,1450,1885
2023-11-18,1,3,0,91,1450,1885
2023-11-19,1,3,0,87,1450,1885
2023-11-20,1,3,0,104,1450,1885
2023-11-21,1,3,0,73,1450,1885
2023-11-22,1,3,0,103,1450,1885
2023-11-23,1,3,0,84,1450,1885
2023-11-24,1,3,0,98,1450,1885
2023-11-25,1,3,0,67,1450,1885
2023-11-26,1,3,0,106,1450,1885
2023-11-27,1,3,0,66,1450,1885
2023-11-28,1,3,0,84,1450,1885
2023-11-29,1,3,0,105,1450,1885
2023-11-30,1,3,0,65,1450,1885
2023-12-01,1,3,0,100,1450,1885
2023-12-02,1,3,0,44,1450,1885
2023-12-03,1,3,0,57,1450,1885
2023-12-04,1,3,1,68,1450,1885
2023-12-05,1,3,0,55,1450,1885
2023-12-06,1,3,0,70,1450,1885
2023-12-07,1,3,0,78,1450,1885
2023-12-08,1,3,0,108,1450,1885
2023-12-09,1,3,0,78,1450,1885
2023-12-10,1,3,0,103,1450,1885
2023-12-11,1,3,1,59,1450,1885
2023-12-12,1,3,0,74,1450,1885
2023-12-13,1,3,0,51,1450,1885
2023-12-14,1,3,0,61,1450,1885
2023-12-15,1,3,10,88,1450,1885
2023-12-16,1,3,0,77,1450,1885
2023-12-17,1,3,0,92,1450,1885
2023-12-18,1,3,0,69,1450,1885
2023-12-19,1,3,0,100,1450,1885
2023-12-20,1,3,0,84,1450,1885
2023-12-21,1,3,0,79,1450,1885
2023-12-22,1,3,1,46,1450,1885
2023-12-23,1,3,0,43,1450,1885
2023-12-24,1,3,0,80,1450,1885
2023-12-25,1,3,0,72,1450,1885
2023-12-26,1,3,0,49,1450,1885
2023-12-27,1,3,0,71,1450,1885
2023-12-28,1,3,0,64,1450,1885
2023-12-29,1,3,0,43,1450,1885
2023-12-30,1,3,0,38,1450,1885
2023-12-31,1,3,0,27,1450,1885
2024-01-01,1,3,1,39,1450,1885
2024-01-02,1,3,0,89,1450,1885
2024-01-03,1,3,0,90,1450,1885
2024-01-04,1,3,0,129,1450,1885
2024-01-05,1,3,0,81,1450,1885
2024-01-06,1,3,2,100,1450,1885
2024-01-07,1,3,0,132,1450,1885
2024-01-08,1,3,1,172,1450,1885
2024-01-09,1,3,0,163,1450,1885
2024-01-10,1,3,0,166,1450,1885
2024-01-11,1,3,0,227,1450,1885
2024-01-12,1,3,0,173,1450,1885
2024-01-13,1,3,0,193,1450,1885
2024-01-14,1,3,0,207,1450,1885
2024-01-15,1,3,0,233,1450,1885
2024-01-16,1,3,0,231,1450,1885
2024-01-17,1,3,0,210,1450,1885
2024-01-18,1,3,0,219,1450,1885
2024-01-19,1,3,1,220,1450,1885
2024-01-20,1,3,0,223,1450,1885
2024-01-21,1,3,0,246,1450,1885
2024-01-22,1,3,0,292,1450,1885
2024-01-23,1,3,0,283,1450,1885
2024-01-24,1,3,0,280,1450,1885
2024-01-25,1,3,0,289,1450,1885
2024-01-26,1,3,0,262,1450,1885
2024-01-27,1,3,1,290,1450,1885
